Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP000000589	Mus musculus	10090	54825		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus
UP000002494	Rattus norvegicus	10116	51867		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus norvegicus
UP000005640	Homo sapiens	9606	83526		Unknown	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
UP000009136	Bos taurus	9913	51509		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus
UP000000437	Danio rerio	7955	86691		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Danionidae	Danio	Danio rerio
UP001314169	Pipistrellus nathusii	59473	18936		Unknown	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	Pipistrellus nathusii
UP000326062	Muntiacus reevesi	9886	25423		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Cervidae	Muntiacus	Muntiacus reevesi
UP000000539	Gallus gallus	9031	43712		Unknown	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Gallus	Gallus gallus
UP000001073	Nomascus leucogenys	61853	40414		Unknown	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Nomascus leucogenys
UP000001074	Myotis lucifugus	59463	20651		Unknown	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis lucifugus
UP000001519	Gorilla gorilla gorilla	9595	44723		Unknown	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Gorilla gorilla
UP000001595	Pongo abelii	9601	39476		Unknown	Metazoa	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo abelii
UP000001811	Oryctolagus cuniculus	9986	41468		Unknown	Metazoa	Chordata	Mammalia	Lagomorpha	Leporidae	Oryctolagus	Oryctolagus cuniculus
UP000002277	Pan troglodytes	9598	48769		Unknown	Metazoa	Chordata	Mammalia	Primates	Hominidae	Pan	Pan troglodytes
UP000002279	Ornithorhynchus anatinus	9258	32824		Unknown	Metazoa	Chordata	Mammalia	Monotremata	Ornithorhynchidae	Ornithorhynchus	Ornithorhynchus anatinus
UP000005215	Ictidomys tridecemlineatus	43179	25333		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Sciuridae	Ictidomys	Ictidomys tridecemlineatus
UP000005225	Otolemur garnettii	30611	19931		Unknown	Metazoa	Chordata	Mammalia	Primates	Galagidae	Otolemur	Otolemur garnettii
UP000005447	Cavia porcellus	10141	25048		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus
UP000007267	Pelodiscus sinensis	13735	20509		Unknown	Metazoa	Chordata		Testudines	Trionychidae	Pelodiscus	Pelodiscus sinensis
UP000007646	Loxodonta africana	9785	25615		Unknown	Metazoa	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta africana
UP000007648	Sarcophilus harrisii	9305	36299		Unknown	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sarcophilus	Sarcophilus harrisii
UP000007754	Taeniopygia guttata	59729	31341		Unknown	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	Taeniopygia	Taeniopygia guttata
UP000008225	Callithrix jacchus	9483	48338		Unknown	Metazoa	Chordata	Mammalia	Primates	Cebidae	Callithrix	Callithrix jacchus
UP000008227	Sus scrofa	9823	46010		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
UP000008912	Ailuropoda melanoleuca	9646	38536		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Ursidae	Ailuropoda	Ailuropoda melanoleuca
UP000016665	Ficedula albicollis	59894	28852		Unknown	Metazoa	Chordata	Aves	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis
UP000028761	Papio anubis	9555	43406		Unknown	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Papio	Papio anubis
UP000029965	Chlorocebus sabaeus	60711	19229		Unknown	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Chlorocebus	Chlorocebus sabaeus
UP000053149	Pterocles gutturalis	240206	11309		Unknown	Metazoa	Chordata	Aves	Pterocliformes	Pteroclidae	Pterocles	Pterocles gutturalis
UP000233020	Aotus nancymaae	37293	41725		Unknown	Metazoa	Chordata	Mammalia	Primates	Aotidae	Aotus	Aotus nancymaae
UP000233040	Cebus imitator	2715852	40117		Unknown	Metazoa	Chordata	Mammalia	Primates	Cebidae	Cebus	Cebus imitator
UP000233060	Cercocebus atys	9531	45022		Unknown	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Cercocebus	Cercocebus atys
UP000233100	Macaca fascicularis	9541	50204		Unknown	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis
UP000233120	Macaca nemestrina	9545	45001		Unknown	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca nemestrina
UP000233140	Mandrillus leucophaeus	9568	40661		Unknown	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Mandrillus	Mandrillus leucophaeus
UP000233160	Propithecus coquereli	379532	32113		Unknown	Metazoa	Chordata	Mammalia	Primates	Indriidae	Propithecus	Propithecus coquereli
UP000233220	Saimiri boliviensis boliviensis	39432	39640		Unknown	Metazoa	Chordata	Mammalia	Primates	Cebidae	Saimiri	Saimiri boliviensis
UP000240080	Pan paniscus	9597	42996		Unknown	Metazoa	Chordata	Mammalia	Primates	Hominidae	Pan	Pan paniscus
UP000291000	Capra hircus	9925	32606		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Capra	Capra hircus
UP000295070	Perca flavescens	8167	21644		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Perca	Perca flavescens
UP000314987	Vombatus ursinus	29139	31139		Unknown	Metazoa	Chordata	Mammalia	Diprotodontia	Vombatidae	Vombatus	Vombatus ursinus
UP000472240	Rhinolophus ferrumequinum	59479	33505		Unknown	Metazoa	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus ferrumequinum
UP000472266	Strigops habroptila	2489341	24356		Unknown	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	Strigops	Strigops habroptila
UP000472273	Pseudonaja textilis	8673	27546		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	Pseudonaja	Pseudonaja textilis
UP000472275	Aquila chrysaetos chrysaetos	223781	24817		Unknown	Metazoa	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila chrysaetos
UP000516260	Takifugu bimaculatus	433685	19991		Unknown	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu	Takifugu bimaculatus
UP000594220	Crocodylus porosus	8502	27142		Unknown	Metazoa	Chordata		Crocodylia	Crocodylidae	Crocodylus	Crocodylus porosus
UP000675900	Panthera tigris altaica	74533	26484		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris
UP000694381	Nannospalax galili	1026970	26759		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Spalacidae	Nannospalax	Nannospalax galili
UP000694385	Jaculus jaculus	51337	25129		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Dipodidae	Jaculus	Jaculus jaculus
UP000694390	Gopherus evgoodei	1825980	30199		Unknown	Metazoa	Chordata		Testudines	Testudinidae	Gopherus	Gopherus evgoodei
UP000694391	Canis lupus dingo	286419	33928		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus
UP000694394	Microcebus murinus	30608	36769		Unknown	Metazoa	Chordata	Mammalia	Primates	Cheirogaleidae	Microcebus	Microcebus murinus
UP000694398	Chinchilla lanigera	34839	25185		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Chinchillidae	Chinchilla	Chinchilla lanigera
UP000694399	Panthera leo	9689	31097		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera leo
UP000694407	Marmota marmota marmota	9994	27309		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Sciuridae	Marmota	Marmota marmota
UP000694409	Serinus canaria	9135	23421		Unknown	Metazoa	Chordata	Aves	Passeriformes	Fringillidae	Serinus	Serinus canaria
UP000694412	Coturnix japonica	93934	27309		Unknown	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Coturnix	Coturnix japonica
UP000694414	Prolemur simus	1328070	37838		Unknown	Metazoa	Chordata	Mammalia	Primates	Lemuridae	Prolemur	Prolemur simus
UP000694417	Urocitellus parryii	9999	29187		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus	Urocitellus parryii
UP000694425	Neovison vison	452646	31301		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	Neogale	Neovison vison
UP000694426	Anser brachyrhynchus	132585	26558		Unknown	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anser	Anser brachyrhynchus
UP000694540	Catagonus wagneri	51154	29374		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Tayassuidae	Catagonus	Catagonus wagneri
UP000694544	Moschus moschiferus	68415	32989		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Moschidae	Moschus	Moschus moschiferus
UP000694547	Peromyscus maniculatus bairdii	230844	28057		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus	Peromyscus maniculatus
UP000694554	Phocoena sinus	42100	31318		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Phocoenidae	Phocoena	Phocoena sinus
UP000694561	Monodon monoceros	40151	30226		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Monodontidae	Monodon	Monodon monoceros
UP000694564	Sciurus vulgaris	55149	33006		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Sciuridae	Sciurus	Sciurus vulgaris
UP000805418	Canis lupus familiaris	9615	43619		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus
UP001044222	Anguilla anguilla	7936	28122		Unknown	Metazoa	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla	Anguilla anguilla
UP000000715	Mustela putorius furo	9669	46273		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	Mustela	Mustela putorius
UP000001038	Oryzias latipes	8090	36128		Unknown	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias	Oryzias latipes
UP000001307	Oikopleura dioica	34765	17050		Unknown	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	Oikopleura dioica
UP000001554	Branchiostoma floridae	7739	38650		Unknown	Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Branchiostoma	Branchiostoma floridae
UP000001645	Meleagris gallopavo	9103	28235		Unknown	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Meleagris	Meleagris gallopavo
UP000001646	Anolis carolinensis	28377	32752		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Dactyloidae	Anolis	Anolis carolinensis
UP000002280	Monodelphis domestica	13616	36220		Unknown	Metazoa	Chordata	Mammalia	Didelphimorphia	Didelphidae	Monodelphis	Monodelphis domestica
UP000002281	Equus caballus	9796	69433		Unknown	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus caballus
UP000002852	Xiphophorus maculatus	8083	35279		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Xiphophorus	Xiphophorus maculatus
UP000005207	Oreochromis niloticus	8128	74622		Unknown	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Oreochromis	Oreochromis niloticus
UP000005226	Takifugu rubripes	31033	51079		Unknown	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu	Takifugu rubripes
UP000006718	Macaca mulatta	9544	44389		Unknown	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
UP000007303	Tetraodon nigroviridis	99883	23074		Unknown	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Tetraodon	Tetraodon nigroviridis
UP000007635	Gasterosteus aculeatus aculeatus	481459	61640		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	Gasterosteus aculeatus
UP000007875	Ciona savignyi	51511	20004		Unknown	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	Ciona	Ciona savignyi
UP000008143	Xenopus tropicalis	8364	37720		Unknown	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus	Xenopus tropicalis
UP000008144	Ciona intestinalis	7719	17311		Unknown	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	Ciona	Ciona intestinalis
UP000008672	Latimeria chalumnae	7897	23431		Unknown	Metazoa	Chordata		Coelacanthiformes	Coelacanthidae	Latimeria	Latimeria chalumnae
UP000010552	Pteropus alecto	9402	19520		Unknown	Metazoa	Chordata	Mammalia	Chiroptera	Pteropodidae	Pteropus	Pteropus alecto
UP000010556	Myotis davidii	225400	15446		Unknown	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis davidii
UP000011518	Tupaia chinensis	246437	20824		Unknown	Metazoa	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia chinensis
UP000016666	Anas platyrhynchos platyrhynchos	8840	27053		Unknown	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
UP000018467	Astyanax mexicanus	7994	39383		Unknown	Metazoa	Chordata	Actinopteri	Characiformes	Acestrorhamphidae	Astyanax	Astyanax mexicanus
UP000018468	Lepisosteus oculatus	7918	22463		Unknown	Metazoa	Chordata	Actinopteri	Semionotiformes	Lepisosteidae	Lepisosteus	Lepisosteus oculatus
UP000018936	Ophiophagus hannah	8665	18387		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	Ophiophagus	Ophiophagus hannah
UP000028760	Poecilia formosa	48698	30440		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Poecilia formosa
UP000028990	Fukomys damarensis	885580	20405		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Bathyergidae	Fukomys	Fukomys damarensis
UP000031443	Chelonia mydas	8469	18960		Unknown	Metazoa	Chordata		Testudines	Cheloniidae	Chelonia	Chelonia mydas
UP000031515	Chaetura pelagica	8897	3162		Unknown	Metazoa	Chordata	Aves	Apodiformes	Apodidae	Chaetura	Chaetura pelagica
UP000050525	Alligator mississippiensis	8496	31974		Unknown	Metazoa	Chordata		Crocodylia	Alligatoridae	Alligator	Alligator mississippiensis
UP000051836	Amazona aestiva	12930	16092		Unknown	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	Amazona	Amazona aestiva
UP000052967	Merops nubicus	57421	7657		Unknown	Metazoa	Chordata	Aves	Coraciiformes	Meropidae	Merops	Merops nubicus
UP000052976	Corvus brachyrhynchos	85066	13621		Unknown	Metazoa	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus brachyrhynchos
UP000052978	Myotis brandtii	109478	19243		Unknown	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis brandtii
UP000053001	Leptosomus discolor	188344	9574		Unknown	Metazoa	Chordata	Aves	Coraciiformes	Leptosomidae	Leptosomus	Leptosomus discolor
UP000053119	Egretta garzetta	188379	13489		Unknown	Metazoa	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta	Egretta garzetta
UP000053238	Phalacrocorax carbo	9209	8990		Unknown	Metazoa	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax carbo
UP000053258	Manacus vitellinus	328815	12707		Unknown	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Manacus	Manacus vitellinus
UP000053283	Nipponia nippon	128390	14132		Unknown	Metazoa	Chordata	Aves	Pelecaniformes	Threskiornithidae	Nipponia	Nipponia nippon
UP000053286	Aptenodytes forsteri	9233	13704		Unknown	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Aptenodytes	Aptenodytes forsteri
UP000053309	Balearica regulorum gibbericeps	100784	8821		Unknown	Metazoa	Chordata	Aves	Gruiformes	Gruidae	Balearica	Balearica regulorum
UP000053330	Chlamydotis macqueenii	187382	8277		Unknown	Metazoa	Chordata	Aves	Otidiformes	Otididae	Chlamydotis	Chlamydotis macqueenii
UP000053369	Mesitornis unicolor	54374	9395		Unknown	Metazoa	Chordata	Aves	Mesitornithiformes	Mesitornithidae	Mesitornis	Mesitornis unicolor
UP000053537	Acanthisitta chloris	57068	9650		Unknown	Metazoa	Chordata	Aves	Passeriformes	Acanthisittidae	Acanthisitta	Acanthisitta chloris
UP000053584	Struthio camelus australis	441894	13815		Unknown	Metazoa	Chordata	Aves	Struthioniformes	Struthionidae	Struthio	Struthio camelus
UP000053605	Opisthocomus hoazin	30419	12773		Unknown	Metazoa	Chordata	Aves	Opisthocomiformes	Opisthocomidae	Opisthocomus	Opisthocomus hoazin
UP000053615	Colius striatus	57412	7080		Unknown	Metazoa	Chordata	Aves	Coliiformes	Coliidae	Colius	Colius striatus
UP000053620	Antrostomus carolinensis	279965	8957		Unknown	Metazoa	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Antrostomus	Antrostomus carolinensis
UP000053638	Phaethon lepturus	97097	9152		Unknown	Metazoa	Chordata	Aves	Phaethontiformes	Phaethontidae	Phaethon	Phaethon lepturus
UP000053641	Tinamus guttatus	94827	13377		Unknown	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus	Tinamus guttatus
UP000053661	Tauraco erythrolophus	121530	10099		Unknown	Metazoa	Chordata	Aves	Musophagiformes	Musophagidae	Tauraco	Tauraco erythrolophus
UP000053700	Phoenicopterus ruber ruber	9218	8220		Unknown	Metazoa	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	Phoenicopterus ruber
UP000053745	Cathartes aura	43455	7760		Unknown	Metazoa	Chordata	Aves	Accipitriformes	Cathartidae	Cathartes	Cathartes aura
UP000053760	Cuculus canorus	55661	13582		Unknown	Metazoa	Chordata	Aves	Cuculiformes	Cuculidae	Cuculus	Cuculus canorus
UP000053806	Fulmarus glacialis	30455	8115		Unknown	Metazoa	Chordata	Aves	Procellariiformes	Procellariidae	Fulmarus	Fulmarus glacialis
UP000053840	Nestor notabilis	176057	9137		Unknown	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis
UP000053854	Podiceps cristatus	345573	7899		Unknown	Metazoa	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	Podiceps cristatus
UP000053858	Charadrius vociferus	50402	14257		Unknown	Metazoa	Chordata	Aves	Charadriiformes	Charadriidae	Charadrius	Charadrius vociferus
UP000053872	Columba livia	8932	17309		Unknown	Metazoa	Chordata	Aves	Columbiformes	Columbidae	Columba	Columba livia
UP000053875	Dryobates pubescens	118200	13097		Unknown	Metazoa	Chordata	Aves	Piciformes	Picidae	Dryobates	Dryobates pubescens
UP000054064	Buceros rhinoceros silvestris	175836	10603		Unknown	Metazoa	Chordata	Aves	Bucerotiformes	Bucerotidae	Buceros	Buceros rhinoceros
UP000054081	Pygoscelis adeliae	9238	12848		Unknown	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Pygoscelis	Pygoscelis adeliae
UP000054116	Cariama cristata	54380	8694		Unknown	Metazoa	Chordata	Aves	Cariamiformes	Cariamidae	Cariama	Cariama cristata
UP000054150	Pelecanus crispus	36300	8686		Unknown	Metazoa	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus	Pelecanus crispus
UP000054190	Tyto alba	56313	9263		Unknown	Metazoa	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba
UP000054232	Eurypyga helias	54383	7979		Unknown	Metazoa	Chordata	Aves	Eurypygiformes	Eurypygidae	Eurypyga	Eurypyga helias
UP000054244	Apaloderma vittatum	57397	7903		Unknown	Metazoa	Chordata	Aves	Trogoniformes	Trogonidae	Apaloderma	Apaloderma vittatum
UP000054308	Calypte anna	9244	13267		Unknown	Metazoa	Chordata	Aves	Apodiformes	Trochilidae	Calypte	Calypte anna
UP000054313	Gavia stellata	37040	7730		Unknown	Metazoa	Chordata	Aves	Gaviiformes	Gaviidae	Gavia	Gavia stellata
UP000081671	Dipodomys ordii	10020	26496		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Heteromyidae	Dipodomys	Dipodomys ordii
UP000092124	Neotoma lepida	56216	24274		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Neotoma	Neotoma lepida
UP000186698	Xenopus laevis	8355	62096		Unknown	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus	Xenopus laevis
UP000189704	Carlito syrichta	1868482	30229		Unknown	Metazoa	Chordata	Mammalia	Primates	Tarsiidae	Carlito	Carlito syrichta
UP000189705	Alligator sinensis	38654	34856		Unknown	Metazoa	Chordata		Crocodylia	Alligatoridae	Alligator	Alligator sinensis
UP000190648	Patagioenas fasciata monilis	372326	24737		Unknown	Metazoa	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	Patagioenas fasciata
UP000192220	Austrofundulus limnaeus	52670	32323		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Rivulidae	Austrofundulus	Austrofundulus limnaeus
UP000197619	Lonchura striata	40157	15252		Unknown	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	Lonchura	Lonchura striata
UP000198323	Callipepla squamata	9009	16973		Unknown	Metazoa	Chordata	Aves	Galliformes	Odontophoridae	Callipepla	Callipepla squamata
UP000221080	Ictalurus punctatus	7998	42995		Unknown	Metazoa	Chordata	Actinopteri	Siluriformes	Ictaluridae	Ictalurus	Ictalurus punctatus
UP000228934	Aquarana catesbeiana	8400	25491		Unknown	Metazoa	Chordata	Amphibia	Anura	Ranidae	Aquarana	Aquarana catesbeiana
UP000233080	Colobus angolensis palliatus	336983	40241		Unknown	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Colobus	Colobus angolensis
UP000233180	Rhinopithecus bieti	61621	42660		Unknown	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Rhinopithecus	Rhinopithecus bieti
UP000233200	Rhinopithecus roxellana	61622	44576		Unknown	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Rhinopithecus	Rhinopithecus roxellana
UP000233556	Limosa lapponica baueri	1758121	22950		Unknown	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	Limosa lapponica
UP000237246	Bambusicola thoracicus	9083	17669		Unknown	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Bambusicola	Bambusicola thoracicus
UP000242638	Poecilia reticulata	8081	33943		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Poecilia reticulata
UP000245320	Tursiops truncatus	9739	45006		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Delphinidae	Tursiops	Tursiops truncatus
UP000245340	Odobenus rosmarus divergens	9708	25143		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Odobenidae	Odobenus	Odobenus rosmarus
UP000245341	Leptonychotes weddellii	9713	34127		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Phocidae	Leptonychotes	Leptonychotes weddellii
UP000246464	Scophthalmus maximus	52904	24929		Unknown	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Scophthalmus maximus
UP000248480	Trichechus manatus latirostris	127582	31514		Unknown	Metazoa	Chordata	Mammalia	Sirenia	Trichechidae	Trichechus	Trichechus manatus
UP000248481	Neomonachus schauinslandi	29088	31927		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Phocidae	Neomonachus	Neomonachus schauinslandi
UP000248482	Enhydra lutris kenyoni	391180	32812		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	Enhydra	Enhydra lutris
UP000248483	Delphinapterus leucas	9749	40685		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Monodontidae	Delphinapterus	Delphinapterus leucas
UP000248484	Physeter macrocephalus	9755	42599		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Physeteridae	Physeter	Physeter macrocephalus
UP000250572	Gambusia affinis	33528	19443		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Gambusia	Gambusia affinis
UP000252040	Neophocaena asiaeorientalis asiaeorientalis	1706337	32061		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Phocoenidae	Neophocaena	Neophocaena asiaeorientalis
UP000257200	Acanthochromis polyacanthus	80966	33479		Unknown	Metazoa	Chordata	Actinopteri		Pomacentridae	Acanthochromis	Acanthochromis polyacanthus
UP000261340	Amphilophus citrinellus	61819	31741		Unknown	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Amphilophus	Amphilophus citrinellus
UP000261360	Seriola lalandi dorsalis	1841481	33056		Unknown	Metazoa	Chordata	Actinopteri	Carangiformes	Carangidae	Seriola	Seriola lalandi
UP000261380	Xiphophorus couchianus	32473	28020		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Xiphophorus	Xiphophorus couchianus
UP000261420	Seriola dumerili	41447	32409		Unknown	Metazoa	Chordata	Actinopteri	Carangiformes	Carangidae	Seriola	Seriola dumerili
UP000261480	Poecilia mexicana	48701	33125		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Poecilia mexicana
UP000261500	Poecilia latipinna	48699	30911		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Poecilia latipinna
UP000261520	Periophthalmus magnuspinnatus	409849	30051		Unknown	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Periophthalmus	Periophthalmus magnuspinnatus
UP000261540	Paramormyrops kingsleyae	1676925	39949		Unknown	Metazoa	Chordata	Actinopteri	Osteoglossiformes	Mormyridae	Paramormyrops	Paramormyrops kingsleyae
UP000261560	Oryzias melastigma	30732	34855		Unknown	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias	Oryzias melastigma
UP000261580	Neolamprologus brichardi	32507	31886		Unknown	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Neolamprologus	Neolamprologus brichardi
UP000261600	Monopterus albus	43700	32112		Unknown	Metazoa	Chordata	Actinopteri	Synbranchiformes	Synbranchidae	Monopterus	Monopterus albus
UP000261620	Mola mola	94237	28962		Unknown	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Molidae	Mola	Mola mola
UP000261640	Mastacembelus armatus	205130	59113		Unknown	Metazoa	Chordata	Actinopteri	Synbranchiformes	Mastacembelidae	Mastacembelus	Mastacembelus armatus
UP000261660	Labrus bergylta	56723	37792		Unknown	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Labrus	Labrus bergylta
UP000261680	Ursus maritimus	29073	34892		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus maritimus
UP000264800	Kryptolebias marmoratus	37003	29685		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Rivulidae	Kryptolebias	Kryptolebias marmoratus
UP000264820	Hippocampus comes	109280	27735		Unknown	Metazoa	Chordata	Actinopteri	Syngnathiformes	Syngnathidae	Hippocampus	Hippocampus comes
UP000264840	Haplochromis burtoni	8153	34332		Unknown	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Haplochromis	Haplochromis burtoni
